lkp1_nome_estabelecimento;data_movimento;competencia;lote;lancamento;ordem;numero_titulo;numero;codigo;lkp2_historico_movimento_contabil;historico;centro_custo;cdeb_codigo_contabil;cdeb_codigo_reduzido;cdeb_titulo;cred_codigo_contabil;cred_codigo_reduzido;cred_titulo;sql_debito;sql_credito;codigo_contabil;codigo_reduzido;tipo_operacao;valor_movimento
teste filial;11/07/2023;202307;34;1;2;3100;;70;cliente - recto dpl/boleto;jessica ferrari da silva 09857964648 - 3100/1;;;;;1.1.2.1.20421;20421;jessica ferrari da silva 09857964648;;100.0;1.1.2.1.20421;20421;1;100.00
teste filial;13/07/2023;202307;;32012;1;;;150;valor ref;limpeza quinzenal filial limpeza quinzenal filial teste filial;;4.2.1.4.10;14039;manuten. de predios e instalacoes - adm;;;;-600.0;;4.2.1.4.10;14039;-1;600.00
teste filial;13/07/2023;202307;;32012;2;;;150;valor ref;limpeza quinzenal filial limpeza quinzenal filial teste filial;;;;;1.1.1.1.1;11001;caixa;;600.0;1.1.1.1.1;11001;1;600.00
teste filial;14/07/2023;202307;;32013;1;;;150;valor ref;produtos de limpeza e consumo produtos de limpeza e consumo teste filial;;4.2.1.4.17;14046;material de consumo - adm;;;;-154.11;;4.2.1.4.17;14046;-1;154.11
teste filial;14/07/2023;202307;;32013;2;;;150;valor ref;produtos de limpeza e consumo produtos de limpeza e consumo teste filial;;;;;1.1.1.1.1;11001;caixa;;154.11;1.1.1.1.1;11001;1;154.11
teste filial;14/07/2023;202307;;32014;1;;;150;valor ref;bolachas recepção bolachas recepção teste filial;;4.2.1.4.17;14046;material de consumo - adm;;;;-44.54;;4.2.1.4.17;14046;-1;44.54
teste filial;14/07/2023;202307;;32014;2;;;150;valor ref;bolachas recepção bolachas recepção teste filial;;;;;1.1.1.1.1;11001;caixa;;44.54;1.1.1.1.1;11001;1;44.54
teste filial;17/07/2023;202307;47;1;1;3106;;72;cliente - recbto caixa;marcelo de lima 05272083610 - 3106/1;;1.1.1.1.1;11001;caixa;;;;-300.0;;1.1.1.1.1;11001;-1;300.00
teste filial;17/07/2023;202307;47;1;2;3106;;72;cliente - recbto caixa;marcelo de lima 05272083610 - 3106/1;;;;;1.1.2.1.15752;15764;marcelo de lima;;300.0;1.1.2.1.15752;15764;1;300.00
teste filial;20/07/2023;202307;94;1;1;3114;;72;cliente - recbto caixa;mauricio da costa - 3114/1;;1.1.1.1.1;11001;caixa;;;;-120.0;;1.1.1.1.1;11001;-1;120.00
teste filial;20/07/2023;202307;94;1;2;3114;;72;cliente - recbto caixa;mauricio da costa - 3114/1;;;;;1.1.2.1.20845;20845;mauricio da costa;;120.0;1.1.2.1.20845;20845;1;120.00
teste filial;20/07/2023;202307;96;1;1;3107;;70;cliente - recto dpl/boleto;viviane furrier de oliveira - industria e comercio de malhas ltda - 3107/1;;1.1.1.2.9;;banco do brasil teste;;;;-200.0;;1.1.1.2.9;11002;-1;200.00
teste filial;20/07/2023;202307;96;1;2;3107;;70;cliente - recto dpl/boleto;viviane furrier de oliveira - industria e comercio de malhas ltda - 3107/1;;;;;1.1.2.1.20169;20169;viviane furrier de oliveira - industria e comercio de malhas ltda;;200.0;1.1.2.1.20169;20169;1;200.00
teste filial;20/07/2023;202307;97;1;1;3110;;70;cliente - recto dpl/boleto;fonseca & puttini ltda - me - 3110/1;;1.1.1.2.9;;banco do brasil teste;;;;-250.0;;1.1.1.2.9;11002;-1;250.00
teste filial;20/07/2023;202307;97;1;2;3110;;70;cliente - recto dpl/boleto;fonseca & puttini ltda - me - 3110/1;;;;;1.1.2.1.15219;15300;fonseca & puttini ltda - me;;250.0;1.1.2.1.15219;15300;1;250.00
teste filial;20/07/2023;202307;;32037;1;;;150;valor ref;valor do patrocínio a festa do imigrante panamense valor do patrocínio a festa do imigrante panamense teste filial;;4.2.1.4.38;14066;outras despesas - adm;;;;-500.0;;4.2.1.4.38;14066;-1;500.00
teste filial;20/07/2023;202307;;32037;2;;;150;valor ref;valor do patrocínio a festa do imigrante panamense valor do patrocínio a festa do imigrante panamense teste filial;;;;;1.1.1.1.1;11001;caixa;;500.0;1.1.1.1.1;11001;1;500.00
teste filial;24/07/2023;202307;98;1;1;3120;;72;cliente - recbto caixa;evandro luiz de souza - 3120/1;;1.1.1.1.1;11001;caixa;;;;-150.0;;1.1.1.1.1;11001;-1;150.00
teste filial;24/07/2023;202307;98;1;2;3120;;72;cliente - recbto caixa;evandro luiz de souza - 3120/1;;;;;1.1.2.1.20837;20837;evandro luiz de souza;;150.0;1.1.2.1.20837;20837;1;150.00
teste filial;24/07/2023;202307;;32038;1;;;150;valor ref;agua consumo agua consumo teste filial;;4.2.1.4.17;14046;material de consumo - adm;;;;-20.0;;4.2.1.4.17;14046;-1;20.00
teste filial;24/07/2023;202307;;32038;2;;;150;valor ref;agua consumo agua consumo teste filial;;;;;1.1.1.1.1;11001;caixa;;20.0;1.1.1.1.1;11001;1;20.00
teste filial;26/07/2023;202307;;32059;1;;;150;valor ref;limpeza quinzenal limpeza quinzenal teste filial;;4.2.1.4.10;14039;manuten. de predios e instalacoes - adm;;;;-600.0;;4.2.1.4.10;14039;-1;600.00
teste filial;26/07/2023;202307;;32059;2;;;150;valor ref;limpeza quinzenal limpeza quinzenal teste filial;;;;;1.1.1.1.1;11001;caixa;;600.0;1.1.1.1.1;11001;1;600.00
teste filial;26/07/2023;202307;108;1;1;3112;;70;cliente - recto dpl/boleto;josenias quitonho de souza - me - 3112/1;;1.1.1.2.9;;banco do brasil teste;;;;-200.0;;1.1.1.2.9;11002;-1;200.00
teste filial;26/07/2023;202307;108;1;2;3112;;70;cliente - recto dpl/boleto;josenias quitonho de souza - me - 3112/1;;;;;1.1.2.1.20300;20300;josenias quitonho de souza - me;;200.0;1.1.2.1.20300;20300;1;200.00
teste filial;28/07/2023;202307;118;1;1;3123;;70;cliente - recto dpl/boleto;tecelan industria e comercio de malhas ltda - epp - 3123/1;;1.1.1.2.9;;banco do brasil teste;;;;-410.0;;1.1.1.2.9;11002;-1;410.00
teste filial;28/07/2023;202307;118;1;2;3123;;70;cliente - recto dpl/boleto;tecelan industria e comercio de malhas ltda - epp - 3123/1;;;;;1.1.2.1.15091;15478;tecelan ind e com de malhas ltda;;410.0;1.1.2.1.15091;15478;1;410.00
teste filial;31/07/2023;202307;119;1;1;3117;;70;cliente - recto dpl/boleto;elisa virginia de paiva teixeira - 3117/1;;1.1.1.2.9;;banco do brasil teste;;;;-120.0;;1.1.1.2.9;11002;-1;120.00
teste filial;31/07/2023;202307;119;1;2;3117;;70;cliente - recto dpl/boleto;elisa virginia de paiva teixeira - 3117/1;;;;;1.1.2.1.15694;15008;elisa virginia de paiva teixeira;;120.0;1.1.2.1.15694;15008;1;120.00
teste matriz;01/07/2023;202307;;31933;1;;;150;valor ref;manutenção em placas de publicidade manutenção em placas de publicidade teste matriz;;4.2.2.3.10;14099;publicidade e propaganda - cml;;;;-100.0;;4.2.2.3.10;14099;-1;100.00
teste matriz;01/07/2023;202307;;31933;2;;;150;valor ref;manutenção em placas de publicidade manutenção em placas de publicidade teste matriz;;;;;1.1.1.1.1;11001;caixa;;100.0;1.1.1.1.1;11001;1;100.00
teste matriz;03/07/2023;202307;9;1;1;;3230;4;transferencia empresas;teste filial - 3230;;1.1.2.5.1.11;11080;mercadorias em transito;;;;-2083.33;;1.1.2.5.1.11;11080;-1;2083.33
teste matriz;03/07/2023;202307;9;1;2;;3230;4;transferencia empresas;teste filial - 3230;;;;;1.1.3.1.3;11074;peças de reposição;;2083.33;1.1.3.1.3;11074;1;2083.33
teste matriz;03/07/2023;202307;17;1;1;511058923;;160;taxas bancarias;banco do brasil - 511058923/3;;4.3.1.1.2;14701;despesas bancarias;;;;-5.4;;4.3.1.1.2;14701;-1;5.40
teste matriz;03/07/2023;202307;17;1;2;511058923;;160;taxas bancarias;banco do brasil - 511058923/3;;;;;1.1.1.2.5;11008;banco do brasil pio x;;5.4;1.1.1.2.5;11008;1;5.40
teste matriz;03/07/2023;202307;19;1;1;391100701;;160;taxas bancarias;banco do brasil - 391100701/3;;4.3.1.1.2;14701;despesas bancarias;;;;-4.92;;4.3.1.1.2;14701;-1;4.92
teste matriz;03/07/2023;202307;19;1;2;391100701;;160;taxas bancarias;banco do brasil - 391100701/3;;;;;1.1.1.2.5;11008;banco do brasil pio x;;4.92;1.1.1.2.5;11008;1;4.92
teste matriz;03/07/2023;202307;20;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-236.7;;2.1.1.8.1;12050;-1;236.70
teste matriz;03/07/2023;202307;20;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;236.7;1.1.1.2.9;11002;1;236.70
teste matriz;03/07/2023;202307;21;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-140.61;;2.1.1.8.1;12050;-1;140.61
teste matriz;03/07/2023;202307;21;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;140.61;1.1.1.2.9;11002;1;140.61
teste matriz;03/07/2023;202307;22;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-247.61;;2.1.1.8.1;12050;-1;247.61
teste matriz;03/07/2023;202307;22;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;247.61;1.1.1.2.9;11002;1;247.61
teste matriz;03/07/2023;202307;;31911;1;;;150;valor ref;adesivos 50 anos adesivos 50 anos amigraf grafica e editora ltda  adesivos 50 anos adesivos 50 anos amigraf grafica e editora ltda amigraf grafica e editora ltda;;4.2.2.3.10;14099;publicidade e propaganda - cml;;;;-490.0;;4.2.2.3.10;14099;-1;490.00
teste matriz;03/07/2023;202307;;31911;2;;;150;valor ref;adesivos 50 anos adesivos 50 anos amigraf grafica e editora ltda  adesivos 50 anos adesivos 50 anos amigraf grafica e editora ltda amigraf grafica e editora ltda;;;;;1.1.1.2.9;;banco do brasil teste;;490.0;1.1.1.2.9;11002;1;490.00
teste matriz;03/07/2023;202307;23;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-329.34;;2.1.1.8.5;12051;-1;329.34
teste matriz;03/07/2023;202307;23;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;329.34;1.1.1.2.9;11002;1;329.34
teste matriz;03/07/2023;202307;24;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-1110.52;;2.1.1.8.5;12051;-1;1110.52
teste matriz;03/07/2023;202307;24;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;1110.52;1.1.1.2.9;11002;1;1110.52
teste matriz;03/07/2023;202307;25;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-94.12;;2.1.1.8.5;12051;-1;94.12
teste matriz;03/07/2023;202307;25;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;94.12;1.1.1.2.9;11002;1;94.12
teste matriz;03/07/2023;202307;;31912;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil teste;;1.1.1.2.9;;banco do brasil teste;;;;-2826.66;;1.1.1.2.9;11002;-1;2826.66
teste matriz;03/07/2023;202307;;31913;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil teste;;;;;1.1.1.4.10;;banco do brasil aplicação teste;;2826.66;1.1.1.4.10;11007;1;2826.66
teste matriz;03/07/2023;202307;;31914;1;;;150;valor ref;energia eletrica paramalhas energia eletrica paramalhas rio grande energia s a;;4.2.1.4.3;14032;energia eletrica - adm;;;;-177.76;;4.2.1.4.3;14032;-1;177.76
teste matriz;03/07/2023;202307;;31914;2;;;150;valor ref;energia eletrica paramalhas energia eletrica paramalhas rio grande energia s a;;;;;1.1.1.2.9;;banco do brasil teste;;177.76;1.1.1.2.9;11002;1;177.76
teste matriz;04/07/2023;202307;30;1;1;961484483;;150;valor ref;teste matriz - 961484483/69;;1.1.1.2.9;;banco do brasil teste;;;;-340.0;;1.1.1.2.9;11002;-1;340.00
teste matriz;04/07/2023;202307;30;1;2;961484483;;150;valor ref;teste matriz - 961484483/69;;;;;1.1.2.5.1.14;11009;feiras e eventos;;340.0;1.1.2.5.1.14;11009;1;340.00
teste matriz;04/07/2023;202307;;31919;1;;;330;vlr transferencia entre contas;transferencia entre contas teste;;1.1.1.2.5;11008;banco do brasil pio x;;;;-3000.0;;1.1.1.2.5;11008;-1;3000.00
teste matriz;04/07/2023;202307;;31920;1;;;330;vlr transferencia entre contas;transferencia entre contas teste;;;;;1.1.1.2.9;;banco do brasil teste;;3000.0;1.1.1.2.9;11002;1;3000.00
teste matriz;04/07/2023;202307;32;1;1;70401;;161;pagto de juros;banco do brasil - 70401/0;;4.3.1.1.10;14709;juros s/ emprestimos e financiamentos;;;;-1500.0;;4.3.1.1.10;14709;-1;1500.00
teste matriz;04/07/2023;202307;32;1;2;70401;;161;pagto de juros;banco do brasil - 70401/0;;;;;1.1.1.2.9;;banco do brasil teste;;1500.0;1.1.1.2.9;11002;1;1500.00
teste matriz;04/07/2023;202307;;31921;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil teste;;1.1.1.2.9;;banco do brasil teste;;;;-4160.0;;1.1.1.2.9;11002;-1;4160.00
teste matriz;04/07/2023;202307;;31922;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil teste;;;;;1.1.1.4.10;;banco do brasil aplicação teste;;4160.0;1.1.1.4.10;11007;1;4160.00
teste matriz;04/07/2023;202307;;31923;1;;;150;valor ref;coleta e entrega de mercadorias vulcabras coleta e entrega de mercadorias vulcabras banco do brasil;;4.2.1.4.39;14067;despesas com frete de mercadorias ;;;;-350.0;;4.2.1.4.39;14067;-1;350.00
teste matriz;04/07/2023;202307;;31923;2;;;150;valor ref;coleta e entrega de mercadorias vulcabras coleta e entrega de mercadorias vulcabras banco do brasil;;;;;1.1.1.2.5;11008;banco do brasil pio x;;350.0;1.1.1.2.5;11008;1;350.00
teste matriz;04/07/2023;202307;;31934;1;;;150;valor ref;coleta entrega mercadoria vulcabras coleta entrega mercadoria vulcabras teste matriz;;4.2.1.4.39;14067;despesas com frete de mercadorias ;;;;-350.0;;4.2.1.4.39;14067;-1;350.00
teste matriz;04/07/2023;202307;;31934;2;;;150;valor ref;coleta entrega mercadoria vulcabras coleta entrega mercadoria vulcabras teste matriz;;;;;1.1.1.1.1;11001;caixa;;350.0;1.1.1.1.1;11001;1;350.00
teste matriz;05/07/2023;202307;;31935;1;;;330;vlr transferencia entre contas;saque para caixa;;1.1.1.1.1;11001;caixa;;;;-49000.0;;1.1.1.1.1;11001;-1;49000.00
teste matriz;05/07/2023;202307;;31936;1;;;330;vlr transferencia entre contas;saque para caixa;;;;;1.1.1.2.9;;banco do brasil teste;;49000.0;1.1.1.2.9;11002;1;49000.00
teste matriz;05/07/2023;202307;;31937;1;;;150;valor ref;serviços prestados junho 2023 serviços prestados junho 2023 teste matriz;;4.2.1.2.1;14010;salarios - adm;;;;-44053.86;;4.2.1.2.1;14010;-1;44053.86
teste matriz;05/07/2023;202307;;31937;2;;;150;valor ref;serviços prestados junho 2023 serviços prestados junho 2023 teste matriz;;;;;1.1.1.1.1;11001;caixa;;44053.86;1.1.1.1.1;11001;1;44053.86
teste matriz;05/07/2023;202307;;31938;1;;;150;valor ref;parcela 2 de emprestimo curto prazo filipe parcela 2 de emprestimo curto prazo filipe teste matriz;;1.1.1.1.1;11001;caixa;;;;-400.0;;1.1.1.1.1;11001;-1;400.00
teste matriz;05/07/2023;202307;;31938;2;;;150;valor ref;parcela 2 de emprestimo curto prazo filipe parcela 2 de emprestimo curto prazo filipe teste matriz;;;;;1.1.2.5.1.10;11013;adiantamentos a funcionarios ;;400.0;1.1.2.5.1.10;11013;1;400.00
teste matriz;05/07/2023;202307;;31939;1;;;150;valor ref;pagamento quarta parcela em maos kako ;;2.1.1.1.25738;25738;tatiana sottili marques;;;;-2000.0;;2.1.1.1.25738;25738;-1;2000.00
teste matriz;05/07/2023;202307;;31939;2;;;150;valor ref;pagamento quarta parcela em maos kako ;;;;;1.1.2.5.1.10;11013;adiantamentos a funcionarios ;;2000.0;1.1.2.5.1.10;11013;1;2000.00
teste matriz;05/07/2023;202307;;31949;1;;;150;valor ref;serviços prestados junho 2023 serviços prestados junho 2023 teste matriz;;4.2.1.2.1;14010;salarios - adm;;;;-2238.4;;4.2.1.2.1;14010;-1;2238.40
teste matriz;05/07/2023;202307;;31949;2;;;150;valor ref;serviços prestados junho 2023 serviços prestados junho 2023 teste matriz;;;;;1.1.1.2.5;11008;banco do brasil pio x;;2238.4;1.1.1.2.5;11008;1;2238.40
teste matriz;05/07/2023;202307;43;1;1;12823;;70;cliente - recto dpl/boleto;angeli tricot malharia ltda - 12823/1;;1.1.1.2.9;;banco do brasil teste;;;;-50000.0;;1.1.1.2.9;11002;-1;50000.00
teste matriz;05/07/2023;202307;43;1;2;12823;;70;cliente - recto dpl/boleto;angeli tricot malharia ltda - 12823/1;;;;;1.1.2.1.15350;16253;angeli tricot malharia ltda;;50000.0;1.1.2.1.15350;16253;1;50000.00
teste matriz;06/07/2023;202307;36;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-2400.0;;2.1.1.8.5;12051;-1;2400.00
teste matriz;06/07/2023;202307;36;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;2400.0;1.1.1.2.9;11002;1;2400.00
teste matriz;06/07/2023;202307;;31952;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil teste;;1.1.1.2.9;;banco do brasil teste;;;;-920.0;;1.1.1.2.9;11002;-1;920.00
teste matriz;06/07/2023;202307;;31953;1;;;330;vlr transferencia entre contas;resgate aplicação financeira banco do brasil teste;;;;;1.1.1.4.10;;banco do brasil aplicação teste;;920.0;1.1.1.4.10;11007;1;920.00
teste matriz;06/07/2023;202307;;31965;1;;;150;valor ref;comissão abertura de mercado goias comissão abertura de mercado goias wellington da costa 00528425927;;4.2.2.3.15;14104;comissoes;;;;-5000.0;;4.2.2.3.15;14104;-1;5000.00
teste matriz;06/07/2023;202307;;31965;2;;;150;valor ref;comissão abertura de mercado goias comissão abertura de mercado goias wellington da costa 00528425927;;;;;1.1.1.1.1;11001;caixa;;5000.0;1.1.1.1.1;11001;1;5000.00
teste matriz;10/07/2023;202307;;31958;1;;;150;valor ref;cartorio marcos;;2.1.1.1.25365;25365;1° tabelionato de notas - servico notarial de caxias do sul - rs;;;;-24.76;;2.1.1.1.25365;25365;-1;24.76
teste matriz;10/07/2023;202307;;31958;2;;;150;valor ref;cartorio marcos;;;;;1.1.1.2.5;11008;banco do brasil pio x;;24.76;1.1.1.2.5;11008;1;24.76
teste matriz;10/07/2023;202307;;31960;1;;;150;valor ref;cartorio marcos;;2.1.1.1.25365;25365;1° tabelionato de notas - servico notarial de caxias do sul - rs;;;;-46.41;;2.1.1.1.25365;25365;-1;46.41
teste matriz;10/07/2023;202307;;31960;2;;;150;valor ref;cartorio marcos;;;;;1.1.1.2.5;11008;banco do brasil pio x;;46.41;1.1.1.2.5;11008;1;46.41
teste matriz;10/07/2023;202307;;31961;1;;;150;valor ref;cartorio marcos;;4.2.1.4.34;14063;despesas cartoriais;;;;-46.41;;4.2.1.4.34;14063;-1;46.41
teste matriz;10/07/2023;202307;;31961;2;;;150;valor ref;cartorio marcos;;;;;2.1.1.1.25365;25365;1° tabelionato de notas - servico notarial de caxias do sul - rs;;46.41;2.1.1.1.25365;25365;1;46.41
teste matriz;10/07/2023;202307;41;1;1;12823;;70;cliente - recto dpl/boleto;cinthia prado vieira cardoso malhas eireli - epp - 12823/0;;1.1.1.2.9;;banco do brasil teste;;;;-50000.0;;1.1.1.2.9;11002;-1;50000.00
teste matriz;10/07/2023;202307;41;1;2;12823;;70;cliente - recto dpl/boleto;cinthia prado vieira cardoso malhas eireli - epp - 12823/0;;;;;1.1.2.1.20882;20882;cinthia prado vieira cardoso malhas eireli - epp;;50000.0;1.1.2.1.20882;20882;1;50000.00
teste matriz;10/07/2023;202307;44;1;1;3193;;70;cliente - recto dpl/boleto;malharia schmitt eireli - epp - 3193/3;;1.1.1.2.9;;banco do brasil teste;;;;-1837.5;;1.1.1.2.9;11002;-1;1837.50
teste matriz;10/07/2023;202307;44;1;2;3193;;70;cliente - recto dpl/boleto;malharia schmitt eireli - epp - 3193/3;;;;;1.1.2.1.20057;20057;malharia schmitt eireli - epp;;1837.5;1.1.2.1.20057;20057;1;1837.50
teste matriz;10/07/2023;202307;45;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-129.9;;2.1.1.8.5;12051;-1;129.90
teste matriz;10/07/2023;202307;45;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;129.9;1.1.1.2.9;11002;1;129.90
teste matriz;10/07/2023;202307;46;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-1059.49;;2.1.1.8.5;12051;-1;1059.49
teste matriz;10/07/2023;202307;46;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;1059.49;1.1.1.2.9;11002;1;1059.49
teste matriz;10/07/2023;202307;47;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-437.17;;2.1.1.8.5;12051;-1;437.17
teste matriz;10/07/2023;202307;47;1;2;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;437.17;1.1.1.2.9;11002;1;437.17
teste matriz;10/07/2023;202307;48;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-491.87;;2.1.1.8.1;12050;-1;491.87
teste matriz;10/07/2023;202307;48;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;491.87;1.1.1.2.9;11002;1;491.87
teste matriz;10/07/2023;202307;49;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-38.18;;2.1.1.8.1;12050;-1;38.18
teste matriz;10/07/2023;202307;49;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;38.18;1.1.1.2.9;11002;1;38.18
teste matriz;10/07/2023;202307;50;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-38.18;;2.1.1.8.1;12050;-1;38.18
teste matriz;10/07/2023;202307;50;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;38.18;1.1.1.2.9;11002;1;38.18
teste matriz;10/07/2023;202307;51;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-3362.89;;2.1.1.8.1;12050;-1;3362.89
teste matriz;10/07/2023;202307;51;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;3362.89;1.1.1.2.9;11002;1;3362.89
teste matriz;10/07/2023;202307;52;1;1;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;2.1.1.8.1;12050;anuncio carlos michelin c/c;;;;-2086.67;;2.1.1.8.1;12050;-1;2086.67
teste matriz;10/07/2023;202307;52;1;2;72023;;60;fornecedor - pgto dpl;anuncio carlos michelin - 72023/1;;;;;1.1.1.2.9;;banco do brasil teste;;2086.67;1.1.1.2.9;11002;1;2086.67
teste matriz;10/07/2023;202307;54;1;1;8,01911e+14;;160;taxas bancarias;banco do brasil - 801911100071260/1;;4.3.1.1.2;14701;despesas bancarias;;;;-67.8;;4.3.1.1.2;14701;-1;67.80
teste matriz;10/07/2023;202307;54;1;2;8,01911e+14;;160;taxas bancarias;banco do brasil - 801911100071260/1;;;;;1.1.1.2.9;;banco do brasil teste;;67.8;1.1.1.2.9;11002;1;67.80
teste matriz;10/07/2023;202307;55;1;1;36240;;161;pagto de juros;banco do brasil - 36240/36;;4.3.1.1.10;14709;juros s/ emprestimos e financiamentos;;;;-6046.66;;4.3.1.1.10;14709;-1;6046.66
teste matriz;10/07/2023;202307;55;1;2;36240;;161;pagto de juros;banco do brasil - 36240/36;;;;;1.1.1.2.9;;banco do brasil teste;;6046.66;1.1.1.2.9;11002;1;6046.66
teste matriz;10/07/2023;202307;56;1;1;1240;;256;empréstimo bancário;banco do brasil - 1240/36;;2.2.1.1.3;;banco brasil sa;;;;-4958.33;;2.2.1.1.3;11002;-1;4958.33
teste matriz;10/07/2023;202307;56;1;2;1240;;256;empréstimo bancário;banco do brasil - 1240/36;;;;;1.1.1.2.9;;banco do brasil teste;;4958.33;1.1.1.2.9;11002;1;4958.33
teste matriz;10/07/2023;202307;;31962;1;;;150;valor ref;cartao de credito visa teste cartao de credito visa teste banco do brasil;;4.2.2.4.2;14111;despesas c/  viagens e estada - cml;;;;-307.78;;4.2.2.4.2;14111;-1;307.78
teste matriz;10/07/2023;202307;;31962;2;;;150;valor ref;cartao de credito visa teste cartao de credito visa teste banco do brasil;;;;;1.1.1.2.9;;banco do brasil teste;;307.78;1.1.1.2.9;11002;1;307.78
teste matriz;10/07/2023;202307;;31963;1;;;150;valor ref;adiatamento de viagem santa catarina adiatamento de viagem santa catarina tiago de mattos froes 01396430016;;1.1.2.5.1.6;11018;adiantamento de viagens ;;;;-1000.0;;1.1.2.5.1.6;11018;-1;1000.00
teste matriz;10/07/2023;202307;;31963;2;;;150;valor ref;adiatamento de viagem santa catarina adiatamento de viagem santa catarina tiago de mattos froes 01396430016;;;;;1.1.1.1.1;11001;caixa;;1000.0;1.1.1.1.1;11001;1;1000.00
teste matriz;10/07/2023;202307;;31964;1;;;150;valor ref;rescisão juliana letti rescisão juliana letti juliana stumpf brehm letti;;2.1.1.3.1.2;12011;rescisoes a pagar ;;;;-4566.19;;2.1.1.3.1.2;12011;-1;4566.19
teste matriz;10/07/2023;202307;;31964;2;;;150;valor ref;rescisão juliana letti rescisão juliana letti juliana stumpf brehm letti;;;;;1.1.1.2.9;;banco do brasil teste;;4566.19;1.1.1.2.9;11002;1;4566.19
teste matriz;10/07/2023;202307;57;1;1;72023;;60;fornecedor - pgto dpl;carlos anuncio michelin - 72023/1;;2.1.1.8.5;12051;carlos anuncio michelin c/c;;;;-281.79;;2.1.1.8.5;12051;-1;281.79
